Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	22	4.602510460251046	0.005997898000123965	TRPM4, FGFR2, EDN3, CLDN7, CCK, MARCKSL1, SOX4, IGF1, BIRC5, DLL1, KIT, KDR, NTRK3, EPCAM, S1PR3, EDNRB, CCND2, PROK1, VEGFA, PTN, ID4, NRG1	415	466	16792	1.9102538911008842	0.9999995127817478	0.4049389073961712	10.031915708281137
GOTERM_BP_DIRECT	GO:0055072~iron ion homeostasis	5	1.0460251046025104	0.006008258270514632	TF, STEAP4, EPAS1, SFXN3, BDH2	415	30	16792	6.743775100401606	0.9999995248974863	0.3947174080013466	10.048392301079845
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	12	2.510460251046025	0.006039184338729779	PRKCA, INSM1, NTRK3, SEMA6D, VEGFA, ROR2, IGF1, KIT, SNAI2, LGR6, PIK3R1, KDR	415	184	16792	2.6388685175484548	0.9999995593017442	0.38604287408233817	10.09755905740468
GOTERM_BP_DIRECT	GO:0045907~positive regulation of vasoconstriction	5	1.0460251046025104	0.007585436674016524	TRPM4, CAV1, PTGS2, ADRA1A, GJA1	415	32	16792	6.322289156626507	0.9999999897529445	0.44756982850120997	12.523756453381797
GOTERM_BP_DIRECT	GO:0042310~vasoconstriction	4	0.8368200836820083	0.007822750428004004	TRPM4, EDNRB, EDN3, CAV1	415	17	16792	9.520623671155208	0.9999999942500628	0.44729999075133475	12.89060959035153
GOTERM_BP_DIRECT	GO:0043651~linoleic acid metabolic process	4	0.8368200836820083	0.007822750428004004	GSTM2, CYP2J2, FADS2, GSTP1	415	17	16792	9.520623671155208	0.9999999942500628	0.44729999075133475	12.89060959035153
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	10	2.092050209205021	0.007930879724711784	RHOJ, DLC1, HPN, PDPN, FERMT2, VEGFA, PTN, LPAR1, KIT, KDR	415	140	16792	2.890189328743546	0.9999999955811721	0.44175159958480137	13.057280421069228
GOTERM_BP_DIRECT	GO:0032463~negative regulation of protein homooligomerization	3	0.6276150627615062	0.008517215397618917	CLDN7, BCL11A, CLU	415	6	16792	20.23132530120482	0.9999999989407715	0.45546085282521864	13.955835466307775
GOTERM_BP_DIRECT	GO:0097066~response to thyroid hormone	3	0.6276150627615062	0.008517215397618917	HPN, AKR1B1, ANXA2	415	6	16792	20.23132530120482	0.9999999989407715	0.45546085282521864	13.955835466307775
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	6	1.2552301255230125	0.010445183604365997	CCNB1, S100A6, FBLN1, FOSL2, IGF1, ANXA2	415	54	16792	4.495850066934405	0.9999999999903907	0.5155824821071235	16.849081351984786
GOTERM_BP_DIRECT	GO:0042178~xenobiotic catabolic process	3	0.6276150627615062	0.011730631763171339	GSTM1, GSTM2, GSTM4	415	7	16792	17.341135972461274	0.9999999999995842	0.5470210700094658	18.7268672087166
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription from RNA polymerase II promoter	29	6.066945606694561	0.012023921076864261	FGFR2, TSHZ3, CAV1, TFCP2L1, FHL2, TRIB3, TP63, ZEB2, SCGB1A1, EDNRB, TSC22D3, ZNF350, MEIS2, GATA3, BCL11A, SIM2, TWIST1, INSM1, DAB2IP, TRIM29, IFI16, SNAI2, CDKN1C, AJUBA, DLX1, ETS2, VEGFA, SPDEF, ID4	415	720	16792	1.6297456492637217	0.999999999999797	0.546104325067259	19.149665200327604
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	6	1.2552301255230125	0.012124147566163016	GSTM1, GSTM2, GSTM4, CLIC6, GSTM5, GSTP1	415	56	16792	4.335283993115318	0.9999999999998411	0.539550249614795	19.293672840973187
GOTERM_BP_DIRECT	GO:0070373~negative regulation of ERK1 and ERK2 cascade	6	1.2552301255230125	0.013977322886409948	SPRY2, DAB2IP, FBLN1, NDRG2, GSTP1, GBP1	415	58	16792	4.1857914416285835	0.9999999999999983	0.5818794710825259	21.913163596150444
GOTERM_BP_DIRECT	GO:0006699~bile acid biosynthetic process	4	0.8368200836820083	0.014227700567137362	CYP39A1, CYP27A1, AMACR, SLC27A2	415	21	16792	7.707171543316122	0.9999999999999991	0.5791694561869605	22.260864355113497
GOTERM_BP_DIRECT	GO:0030879~mammary gland development	4	0.8368200836820083	0.014227700567137362	CAV1, TGFB3, FASN, NRG1	415	21	16792	7.707171543316122	0.9999999999999991	0.5791694561869605	22.260864355113497
GOTERM_BP_DIRECT	GO:0090037~positive regulation of protein kinase C signaling	3	0.6276150627615062	0.015387595948499366	VEGFA, ADRA1A, CD40	415	8	16792	15.173493975903616	1.0	0.5989988294880323	23.852653285729353
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	7	1.4644351464435146	0.015737281385179616	CCK, VEGFA, IGF1, ANGPT1, NRG1, LRP4, THBS4	415	82	16792	3.454128709961798	1.0	0.5984676738048331	24.326482771796844
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	6	1.2552301255230125	0.01601196845977977	FGFR2, PTGS2, AKR1B1, IGF1, ABCC4, PPARGC1A	415	60	16792	4.046265060240964	1.0	0.5962379671747884	24.69673676122477
GOTERM_BP_DIRECT	GO:0016266~O-glycan processing	6	1.2552301255230125	0.01601196845977977	GALNT3, GALNT7, MUC20, GCNT1, ST6GALNAC2, MUC4	415	60	16792	4.046265060240964	1.0	0.5962379671747884	24.69673676122477
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	4	0.8368200836820083	0.01617849204502257	FGFR2, CCNB1, TGFBR3, NRG1	415	22	16792	7.356845564074481	1.0	0.5916419031972828	24.92036337269915
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	9	1.882845188284519	0.01661512027550225	DLX1, CEBPB, GABRB3, UNC5B, APOE, TGFB3, ANGPT1, BIRC5, PPARGC1A	415	132	16792	2.75881708652793	1.0	0.5932437661004328	25.503746605323308
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	15	3.1380753138075312	0.01723816365079524	DAB2IP, VAV3, PTGS2, AIFM2, CLU, TGFB3, SOX4, LPAR1, SLIT2, NTRK3, SPDEF, RHOB, PTN, TOP2A, MAP2K6	415	300	16792	2.023132530120482	1.0	0.5987909713229522	26.328802461985013
GOTERM_BP_DIRECT	GO:0071398~cellular response to fatty acid	4	0.8368200836820083	0.018271771566546212	CCNB1, NME1, PDK4, OR51E2	415	23	16792	7.036982713462547	1.0	0.6124590044763842	27.678564633140578
GOTERM_BP_DIRECT	GO:0035924~cellular response to vascular endothelial growth factor stimulus	4	0.8368200836820083	0.018271771566546212	DAB2IP, VEGFA, GAS1, KDR	415	23	16792	7.036982713462547	1.0	0.6124590044763842	27.678564633140578
GOTERM_BP_DIRECT	GO:0008544~epidermis development	7	1.4644351464435146	0.01849541232570038	COL17A1, LAMB3, LAMA3, COL7A1, KRT5, KRT15, KRT14	415	85	16792	3.332218284904323	1.0	0.6092363667122632	27.967525998482735
GOTERM_BP_DIRECT	GO:0034260~negative regulation of GTPase activity	5	1.0460251046025104	0.02108131014657459	SPRY2, DAB2IP, PTPRN2, RGN, SLIT2	415	43	16792	4.704959372373214	1.0	0.6502548290178096	31.23058650436905
GOTERM_BP_DIRECT	GO:0007568~aging	10	2.092050209205021	0.021327742618936142	CDKN1C, EDNRB, SERPINF1, PENK, CRYAB, KRT14, TGFB3, ADRA1A, RGN, PPARGC1A	415	165	16792	2.4522818546914933	1.0	0.6471474609331281	31.5341668166656
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	6	1.2552301255230125	0.02193565363560456	UNC5B, IGF1, ANGPT1, KIT, NRG1, KDR	415	65	16792	3.73501390176089	1.0	0.6503121856341573	32.277657281260076
GOTERM_BP_DIRECT	GO:0010976~positive regulation of neuron projection development	7	1.4644351464435146	0.022663155353830795	DAB2IP, SERPINF1, NME1, BCL11A, PTN, GPRC5B, FEZ1	415	89	16792	3.1824556653580616	1.0	0.6552997962994767	33.15740178372766
GOTERM_BP_DIRECT	GO:0035265~organ growth	3	0.6276150627615062	0.02393819642606523	FGFR2, ADRA1A, DLL1	415	10	16792	12.13879518072289	1.0	0.6686213508153278	34.67332590479899
GOTERM_BP_DIRECT	GO:0045165~cell fate commitment	5	1.0460251046025104	0.026327445461103303	FGFR2, SPRY2, GATA3, ROR2, GAS1	415	46	16792	4.398114195914092	1.0	0.6969000694217	37.427053543705256
GOTERM_BP_DIRECT	GO:0007399~nervous system development	14	2.928870292887029	0.026344689974467553	BEX1, ZEB2, FGF13, GPM6B, GJB1, NBL1, EDNRB, NAV2, VEGFA, DLG4, PTN, NRG1, SIM2, FEZ1	415	287	16792	1.973787834263885	1.0	0.6904907231448235	37.44652478067992
GOTERM_BP_DIRECT	GO:0050927~positive regulation of positive chemotaxis	3	0.6276150627615062	0.02878705490293049	NTRK3, VEGFA, KDR	415	11	16792	11.035268346111721	1.0	0.7163977558078127	40.14728570523523
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	6	1.2552301255230125	0.02912555234335358	GSTM2, PTGS2, APOE, GPX3, DUOX1, GSTP1	415	70	16792	3.468227194492255	1.0	0.7143104325511731	40.51279939405248
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	13	2.7196652719665275	0.02975498956144337	HPN, CAV1, GJA1, EPB41L4B, KIT, NTRK3, SPRY2, ACTG2, SERPINB9, FBLN1, VEGFA, AGR2, TWIST1	415	262	16792	2.00768877034857	1.0	0.7158529144128736	41.186883420233976
GOTERM_BP_DIRECT	GO:2000352~negative regulation of endothelial cell apoptotic process	4	0.8368200836820083	0.030887973143905907	GATA3, ANGPT1, KDR, ANGPTL4	415	28	16792	5.780378657487092	1.0	0.7232891664116912	42.382114644647864
GOTERM_BP_DIRECT	GO:0007165~signal transduction	40	8.368200836820083	0.03114055166094381	SLC22A17, DLC1, EDN3, S100A6, CCK, GABRB3, RAP1GAP, TNFRSF25, CLDN3, GJA1, FGF13, KIT, SCGB1A1, PGR, UNC5B, GATA3, SMOC1, BCL11A, DLG4, NDRG2, CASP1, PIK3R1, MAP2K6, EPAS1, IL1RL1, PDPN, NRXN3, IGF1, TLE2, ARHGAP23, TNFRSF10B, ARHGAP33, PENK, CXCL14, ROR2, CARTPT, ADRA1A, WIF1, MCC, GDF15	415	1161	16792	1.39406203625873	1.0	0.7202517602851368	42.64542912173697
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	7	1.4644351464435146	0.03139260281520449	CCNB1, PTGS2, EPAS1, VEGFA, PTN, PPARGC1A, TWIST1	415	96	16792	2.950401606425703	1.0	0.7172768902124229	42.907062203239946
GOTERM_BP_DIRECT	GO:0001937~negative regulation of endothelial cell proliferation	4	0.8368200836820083	0.033839423729822675	CAV2, CAV1, APOE, GJA1	415	29	16792	5.581055255504778	1.0	0.7385398770412085	45.38906868423496
GOTERM_BP_DIRECT	GO:0048662~negative regulation of smooth muscle cell proliferation	4	0.8368200836820083	0.033839423729822675	OGN, NDRG2, PPARGC1A, TRIB1	415	29	16792	5.581055255504778	1.0	0.7385398770412085	45.38906868423496
GOTERM_BP_DIRECT	GO:0035385~Roundabout signaling pathway	3	0.6276150627615062	0.03398984739917249	OGN, ROBO3, SLIT2	415	12	16792	10.11566265060241	1.0	0.7345029123585307	45.53828589316594
GOTERM_BP_DIRECT	GO:0045667~regulation of osteoblast differentiation	3	0.6276150627615062	0.03398984739917249	FGFR2, SMOC1, SNAI2	415	12	16792	10.11566265060241	1.0	0.7345029123585307	45.53828589316594
GOTERM_BP_DIRECT	GO:2000279~negative regulation of DNA biosynthetic process	3	0.6276150627615062	0.03398984739917249	MEG3, RGN, GJA1	415	12	16792	10.11566265060241	1.0	0.7345029123585307	45.53828589316594
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	9	1.882845188284519	0.036013604491129274	FGFR2, NTRK3, EFEMP1, ROR2, KIT, NRG1, MAP2K6, KDR, CAMKK2	415	153	16792	2.380155917788802	1.0	0.7495755904483967	47.50879373306569
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	6	1.2552301255230125	0.03765073076381068	TNFRSF10B, CEBPB, TRIB3, AGR2, PIK3R1, THBS4	415	75	16792	3.237012048192771	1.0	0.759845872297319	49.05344274104875
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	8	1.6736401673640167	0.03791697705230866	NTRK3, EDNRB, CCND2, FAM20A, VEGFA, CD40, ANXA2, KDR	415	127	16792	2.548828384403757	1.0	0.7570719702141979	49.30055996184384
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	20	4.184100418410042	0.041089143731391234	TSHZ3, DAB2IP, CEBPB, BEND5, FHL2, TRIB3, TP63, CENPF, BIRC5, TLE2, IFI16, MECOM, CDKN1C, DKK3, ZNF350, GATA3, MEG3, ID4, NRG1, TWIST1	415	499	16792	1.6217495231426708	1.0	0.7797435619840591	52.15917019362586
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	22	4.602510460251046	0.042216628317174126	DLC1, FGFR2, SH3RF1, IER3, TNFRSF25, GJA1, TP63, BIRC5, MECOM, TNS4, PLAGL1, SERPINB9, TMEM173, TNFRSF10B, UNC5B, COMP, HIF3A, RHOB, ADRA1A, XAF1, CASP1, MAP2K6	415	567	16792	1.569979388453284	1.0	0.7840078660782692	53.13806868164749
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	10	2.092050209205021	0.04266537333833063	DKK3, FERMT2, MCC, WIF1, NDRG2, TLE2, LGR6, DST, TCF7L1, LRP4	415	187	16792	2.1637781070807294	1.0	0.7827511797350999	53.5223948487858
GOTERM_BP_DIRECT	GO:0014066~regulation of phosphatidylinositol 3-kinase signaling	6	1.2552301255230125	0.04342689607260582	FGFR2, IER3, ENTPD5, KIT, NRG1, PIK3R1	415	78	16792	3.1125115848007416	1.0	0.7839763705463838	54.16780425826747
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	7	1.4644351464435146	0.04375653050544144	PENK, FASN, FHL2, CREB3L1, GJA1, SNAI2, TWIST1	415	104	16792	2.723447636700649	1.0	0.7818370341171184	54.4445481702585
GOTERM_BP_DIRECT	GO:0060347~heart trabecula formation	3	0.6276150627615062	0.04537677508147177	FHL2, TGFBR3, ADAMTS1	415	14	16792	8.670567986230637	1.0	0.7895003280658408	55.78206245967448
GOTERM_BP_DIRECT	GO:0042311~vasodilation	3	0.6276150627615062	0.04537677508147177	EDNRB, APOE, KCNJ8	415	14	16792	8.670567986230637	1.0	0.7895003280658408	55.78206245967448
GOTERM_BP_DIRECT	GO:2000147~positive regulation of cell motility	3	0.6276150627615062	0.04537677508147177	EPCAM, CLDN7, TWIST1	415	14	16792	8.670567986230637	1.0	0.7895003280658408	55.78206245967448
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	9	1.882845188284519	0.04630885641708716	AJUBA, S100A4, LURAP1, TNFRSF10B, GJA1, LPAR1, CD40, GPRC5B, CASP1	415	161	16792	2.2618873007558182	1.0	0.7917998024570452	56.53462546223338
GOTERM_BP_DIRECT	GO:0045747~positive regulation of Notch signaling pathway	4	0.8368200836820083	0.047040637365566414	JAG2, TP63, DLL1, KIT	415	33	16792	4.904563709382987	1.0	0.7926009196705832	57.11698386455796
GOTERM_BP_DIRECT	GO:0002931~response to ischemia	4	0.8368200836820083	0.047040637365566414	CAV1, HK2, PPARGC1A, MAP2K6	415	33	16792	4.904563709382987	1.0	0.7926009196705832	57.11698386455796
GOTERM_BP_DIRECT	GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	4	0.8368200836820083	0.047040637365566414	DAB2IP, TNFRSF10B, CEBPB, TRIB3	415	33	16792	4.904563709382987	1.0	0.7926009196705832	57.11698386455796
GOTERM_BP_DIRECT	GO:0002088~lens development in camera-type eye	4	0.8368200836820083	0.047040637365566414	CRYAB, GATA3, GJA1, NHS	415	33	16792	4.904563709382987	1.0	0.7926009196705832	57.11698386455796
GOTERM_BP_DIRECT	GO:0071364~cellular response to epidermal growth factor stimulus	4	0.8368200836820083	0.047040637365566414	ZFP36L2, DAB2IP, SNAI2, GSTP1	415	33	16792	4.904563709382987	1.0	0.7926009196705832	57.11698386455796
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	8	1.6736401673640167	0.04828175150465043	TRPM4, EDNRB, S1PR3, GIPR, DLG4, ADRA1A, GJA1, LPAR1	415	134	16792	2.41568063297968	1.0	0.796912207963527	58.08788475926636
GOTERM_BP_DIRECT	GO:1900221~regulation of beta-amyloid clearance	2	0.41841004184100417	0.0487027778024297	APOE, CLU	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:0001997~positive regulation of the force of heart contraction by epinephrine-norepinephrine	2	0.41841004184100417	0.0487027778024297	ADRB1, ADRA1A	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:0060512~prostate gland morphogenesis	2	0.41841004184100417	0.0487027778024297	FGFR2, SERPINB5	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:0060529~squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	2	0.41841004184100417	0.0487027778024297	FGFR2, TP63	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:0001996~positive regulation of heart rate by epinephrine-norepinephrine	2	0.41841004184100417	0.0487027778024297	ADRB1, ADRA1A	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:0097324~melanocyte migration	2	0.41841004184100417	0.0487027778024297	ZEB2, KIT	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:1901631~positive regulation of presynaptic membrane organization	2	0.41841004184100417	0.0487027778024297	APOE, LRP4	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:1904395~positive regulation of skeletal muscle acetylcholine-gated channel clustering	2	0.41841004184100417	0.0487027778024297	PTN, LRP4	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
GOTERM_BP_DIRECT	GO:1902998~positive regulation of neurofibrillary tangle assembly	2	0.41841004184100417	0.0487027778024297	APOE, CLU	415	2	16792	40.462650602409646	1.0	0.7955042343663692	58.4125096402982
